item_no,Main,Sub,Final,Thickness,Specifications,Size,Length,Width,Height,Cost,R_S_B,Sq_inch_cost,Shipping Cost,Sq. Inch $ w/shipping,Supplier,lead_time
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"1.378"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$38.03,(S),$0.0110,$0.0006,$0.0116,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"1.575"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$43.47,(S),$0.0126,$0.0006,$0.0132,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"1.772"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$48.91,(S),$0.0142,$0.0007,$0.0149,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"2.000"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$55.20,(S),$0.0160,$0.0008,$0.0168,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"2.500"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$69.00,(S),$0.0200,$0.0010,$0.0210,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"3.000"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$82.80,(S),$0.0240,$0.0012,$0.0252,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"3.500"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$96.60,(S),$0.0280,$0.0014,$0.0293,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"4.000"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$110.40,(S),$0.0319,$0.0016,$0.0335,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"4.500"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$124.20,(S),$0.0359,$0.0018,$0.0377,FXI,2-6 weeks
Z80D,Open Cell Foam,Polyurethane (Polyester-Reticulated),80 PPI Reticulated (1.9#) Polyester Charcoal,"5.000"" thick",ES-5F13-9601-AA; WSS-M2D498-A; WSS-M2D224-B; MS-AY332A; HES C206; WSS-M2D500-A1; JCI TQPM-PLUS-SP040713E; Visteon VAMPUPE Filter; Delphi M50115; Tennex TNX-P-016-95; WSS-M99P32-C,"48"" x 72""",72,48,,$138.00,(S),$0.0399,$0.0020,$0.0419,FXI,2-6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,".500"" thick",FMVSS302,"52"" x 118""",118,52,,$19.18,(S),$0.0031,$0.0002,$0.0033,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,".787"" thick",FMVSS302,"52"" x 118""",118,52,,$30.18,(S),$0.0049,$0.0002,$0.0052,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"1.000"" thick",FMVSS302,"52"" x 118""",118,52,,$38.35,(S),$0.0063,$0.0003,$0.0066,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"1.500"" thick",FMVSS302,"52"" x 118""",118,52,,$57.53,(S),$0.0094,$0.0005,$0.0098,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"2.000"" thick",FMVSS302,"52"" x 118""",118,52,,$76.70,(S),$0.0125,$0.0006,$0.0131,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"2.500"" thick",FMVSS302,"52"" x 118""",118,52,,$95.88,(S),$0.0156,$0.0008,$0.0164,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"3.000"" thick",FMVSS302,"52"" x 118""",118,52,,$115.05,(S),$0.0188,$0.0009,$0.0197,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"3.500"" thick",FMVSS302,"52"" x 118""",118,52,,$134.23,(S),$0.0219,$0.0011,$0.0230,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"4.000"" thick",FMVSS302,"52"" x 118""",118,52,,$153.40,(S),$0.0250,$0.0013,$0.0263,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"4.500"" thick",FMVSS302,"52"" x 118""",118,52,,$172.58,(S),$0.0281,$0.0014,$0.0295,FXI,6 weeks
ZS25GY,Open Cell Foam,Polyurethane (Dri-fast),ZS25GY Dri-fast (1.8#) Polyurethane White,"5.000"" thick",FMVSS302,"52"" x 118""",118,52,,$191.75,(S),$0.0313,$0.0016,$0.0328,FXI,6 weeks
LP1800,Open Cell Foam,Polyurethane (Polyether) Low Perm,LP1800 Polyurethane (1.9#) Low Perm Grey,".250"" thick",MS-AY326; ESA-M4D200-B; WSS-M99P48-A3; GMW16750-3I & J; VCCM-FOAM011-A; TSK6712G-1A; SD2-209 6.2; SD2-209 6.7; ESA-M4D200-B,"54"" x 3600""",3600,54,,$297.34,(R),$0.0015,$0.0001,$0.0016,WT Burnett,2-3 weeks
LP1800,Open Cell Foam,Polyurethane (Polyether) Low Perm,LP1800 Polyurethane (1.9#) Low Perm Grey,".315"" thick",MS-AY326; ESA-M4D200-B; WSS-M99P48-A3; GMW16750-3I & J; VCCM-FOAM011-A; TSK6712G-1A; SD2-209 6.2; SD2-209 6.7; ESA-M4D200-B,"54"" x 3600""",3600,54,,$374.65,(R),$0.0019,$0.0001,$0.0020,WT Burnett,2-3 weeks
LP1800,Open Cell Foam,Polyurethane (Polyether) Low Perm,LP1800 Polyurethane (1.9#) Low Perm Grey,".394"" thick",MS-AY326; ESA-M4D200-B; WSS-M99P48-A3; GMW16750-3I & J; VCCM-FOAM011-A; TSK6712G-1A; SD2-209 6.2; SD2-209 6.7; ESA-M4D200-B,"54"" x 3600""",3600,54,,$468.60,(R),$0.0024,$0.0001,$0.0025,WT Burnett,2-3 weeks
LP1800,Open Cell Foam,Polyurethane (Polyether) Low Perm,LP1800 Polyurethane (1.9#) Low Perm Grey,".500"" thick",MS-AY326; ESA-M4D200-B; WSS-M99P48-A3; GMW16750-3I & J; VCCM-FOAM011-A; TSK6712G-1A; SD2-209 6.2; SD2-209 6.7; ESA-M4D200-B,"54"" x 1200""",1200,54,,$198.23,(R),$0.0031,$0.0002,$0.0032,WT Burnett,2-3 weeks
LP1800,Open Cell Foam,Polyurethane (Polyether) Low Perm,LP1800 Polyurethane (1.9#) Low Perm Grey,".591"" thick",MS-AY326; ESA-M4D200-B; WSS-M99P48-A3; GMW16750-3I & J; VCCM-FOAM011-A; TSK6712G-1A; SD2-209 6.2; SD2-209 6.7; ESA-M4D200-B,"54"" x 1200""",1200,54,,$234.30,(R),$0.0036,$0.0002,$0.0038,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,".125"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$1.61,(S),$0.0004,$0.0001,$0.0005,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,".250"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$3.22,(S),$0.0008,$0.0001,$0.0009,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,".394"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$5.07,(S),$0.0013,$0.0001,$0.0014,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,".500"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$6.44,(S),$0.0017,$0.0001,$0.0017,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,".591"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$7.61,(S),$0.0020,$0.0001,$0.0021,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,".787"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$10.14,(S),$0.0026,$0.0001,$0.0027,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"1.000"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$12.88,(S),$0.0033,$0.0002,$0.0035,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"1.181"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$15.21,(S),$0.0039,$0.0002,$0.0041,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"1.378"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$17.74,(S),$0.0046,$0.0002,$0.0048,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"1.575"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$20.28,(S),$0.0052,$0.0003,$0.0055,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"1.772"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$22.82,(S),$0.0059,$0.0003,$0.0062,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"2.000"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$25.76,(S),$0.0066,$0.0003,$0.0070,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"2.500"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$32.20,(S),$0.0083,$0.0004,$0.0087,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"3.000"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$38.64,(S),$0.0099,$0.0005,$0.0104,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"3.500"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$45.08,(S),$0.0116,$0.0006,$0.0122,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"4.000"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$51.52,(S),$0.0133,$0.0007,$0.0139,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"4.500"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$57.96,(S),$0.0149,$0.0007,$0.0157,WT Burnett,2-3 weeks
EMR-1,Open Cell Foam,Polyurethane (Polyether),EMR-1 Polyurethane (1.5#) Polyether Grey,"5.000"" thick",MS-AY301A; MSAY349; WSS-M99P32-D6; ESB-M2D304-A; GMW16750-1A; TSK-6712G-1A; GM2101M TYPE 1,"54"" x 72""",72,54,,$64.40,(S),$0.0166,$0.0008,$0.0174,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,".125"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$2.06,(S),$0.0005,$0.0001,$0.0006,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,".250"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$4.12,(S),$0.0011,$0.0001,$0.0011,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,".394"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$6.50,(S),$0.0017,$0.0001,$0.0018,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,".500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$8.25,(S),$0.0021,$0.0001,$0.0022,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,".591"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$9.75,(S),$0.0025,$0.0001,$0.0026,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,".787"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$12.98,(S),$0.0033,$0.0002,$0.0035,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$16.50,(S),$0.0042,$0.0002,$0.0045,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.181"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$19.48,(S),$0.0050,$0.0003,$0.0053,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.378"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$22.73,(S),$0.0058,$0.0003,$0.0061,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.575"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$25.98,(S),$0.0067,$0.0003,$0.0070,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"1.772"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$29.23,(S),$0.0075,$0.0004,$0.0079,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"2.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$32.99,(S),$0.0085,$0.0004,$0.0089,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"2.500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$41.24,(S),$0.0106,$0.0005,$0.0111,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"3.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$49.45,(S),$0.0127,$0.0006,$0.0134,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"3.500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$57.74,(S),$0.0149,$0.0007,$0.0156,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"4.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$65.99,(S),$0.0170,$0.0008,$0.0178,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"4.500"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$74.24,(S),$0.0191,$0.0010,$0.0200,WT Burnett,2-3 weeks
EMR-3,Open Cell Foam,Polyurethane (Polyether),EMR-3 Polyurethane (1.5#) Polyether Grey,"5.000"" thick",ESB-M2D304-A; TSM6712G-1BN-NJ; TSK6712G-1A,"54"" x 72""",72,54,,$82.49,(S),$0.0212,$0.0011,$0.0223,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".125"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$2.17,(S),$0.0006,$0.0001,$0.0007,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".250"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$4.33,(S),$0.0011,$0.0001,$0.0012,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".394"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$6.83,(S),$0.0018,$0.0001,$0.0018,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".500"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$8.67,(S),$0.0022,$0.0001,$0.0023,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".591"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$10.24,(S),$0.0026,$0.0001,$0.0028,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,".787"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$13.64,(S),$0.0035,$0.0002,$0.0037,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.000"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$17.33,(S),$0.0045,$0.0002,$0.0047,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.181"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$20.47,(S),$0.0053,$0.0003,$0.0055,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.378"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$23.89,(S),$0.0061,$0.0003,$0.0065,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.575"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$27.30,(S),$0.0070,$0.0004,$0.0074,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"1.772"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$30.72,(S),$0.0079,$0.0004,$0.0083,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"2.000"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$34.67,(S),$0.0089,$0.0004,$0.0094,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"2.500"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$43.34,(S),$0.0111,$0.0006,$0.0117,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"3.000"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$52.00,(S),$0.0134,$0.0007,$0.0140,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"3.500"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$60.67,(S),$0.0156,$0.0008,$0.0164,WT Burnett,2-3 weeks
S82ND2,Open Cell Foam,Polyurethane (Polyester),S82ND2 Polyurethane (2.0#) Polyester Charcoal,"4.000"" thick",MIL-PRF-26514G; MS-AY301A; WSK-M2D41-A; GMW16750-3I; TMS 6505 TYPE 1 Gr A,"54"" x 72""",72,54,,$69.34,(S),$0.0178,$0.0009,$0.0187,WT Burnett,2-3 weeks
